Row	Meal	Name	Pos
364		Placinta cu dovleac	62559
365		Cina rola	62702
366		Chifla greu	62822
367		Turtă de mălai	63005
368		Praf de copt	63243
369		Drojdie de bere	63373
370		Zară vafelă	63529
371		Mată prajitor de paine de patiserie	63666
372		Porumb chips-uri	63796
373		Brânză Taticii	63950
374		Floricele de porumb	64109
375		Floricele de porumb	64238
376		Caramele	64377
377		Coacere ciocolata	64522
378		Demidulce ciocolată	64665
379		Lumina inghetata de vanilie	64799
380		Inghetata de vanilie	64932
381		Portocaliu serbet	65060
382		Jeleurile	65180
383		Blueangel claudia	65373
384		Bezele	65489
385		Ciocolata cu lapte	65652
386		Arahide M & Ms	65793
387		M & Ms	65989
388		Pudră de cacao	66187
389		Inghetata de ciocolata	66314
390		Tipul de gheaţă de var	66439
391		Miere	66543
392		Jeleuri	66652
393		Zahar brun	66792
394		Zahăr	67004
395		Zahar pudra	67208
396		Sirop de artar	67335
397		Sirop de artar	67460
398		Chips-uri	67573
399		Reduce grăsime de jetoane	67731
400		Îmbogăţit mălai	67882
401		Orez brun	68006
402		Orez alb brut	68128
403		Orez alb	68252
404		Fiert orez	68375
405		Făină de cereale integrale	68499
406		Toate scop făină	68623
407		Pâine albă făină	68749
408		Tort făină	68874
409		Macaroane	68998
410		Taitei	69185
411		Spaghete	69311
412		Cartofi prajiti	69433
413		Ofertelor de pui	69628
414		Paste cu sos de rosii	69757
415		Teren de carne de vită (75/25)	69894
416		Miere buchete de ovăz cu migdale	70015
417		Redus de grăsime brânză	70143
418		Chips-uri alb	70369
419		Covrig	70516
420		Suc de afine	70662
421		Miere buchete de ovăz	70817
422		Elveţian brânză scăzut de grăsime	70947
